Status;Genre;Name (mame description);Rom name;Year;Manufacturer;Hardware;Comments;Notes
3;Misc;Q*bert (US set 1);qbert;1982;Gottlieb;;;
3;Misc;Q*bert's Qubes;qbertqub;1983;Mylstar;;;
3;Misc;Quester (Japan);quester;1987;Namco;;;
3;Misc;Raimais (Japan);raimais;1988;Taito Corporation;;;
3;Misc;Rampage (revision 3);rampage;1986;Bally Midway;;;
3;Misc;Rampage: World Tour (rev 1.3);rmpgwt;1997;Midway;;low sound;
3;Misc;Rampart (Trackball);rampart;1990;Atari Games;;;
3;Misc;Reactor;reactor;1982;Gottlieb;;;
3;Misc;Ribbit!;ribbit;1991;Sega;;;
3;Misc;Riddle of Pythagoras (Japan);ridleofp;1986;Sega / Nasco;;;
3;Misc;Rip Cord;ripcord;1979;Exidy;;;
3;Misc;Road Runner (rev 2);roadrunn;1985;Atari Games;;;
3;Misc;Robby Roto;robby;1981;Bally Midway;;;
1;Misc;Robotron (Solid Blue label);robotron;1982;Williams;;partial controls;
1;Misc;Rock Climber;rockclim;1981;Taito;;partial controls;
3;Misc;Rock'n 3 (Japan);rockn3;1999;Jaleco;;;
3;Misc;Rock'n 4 (Japan);rockn4;2000;Jaleco (PCCWJ);;;
3;Misc;Rock'n Tread (Japan);rockn;1999;Jaleco;;;
3;Misc;Rock'n Tread 2 (Japan);rockn2;1999;Jaleco;;;
3;Misc;Rompers (Japan);rompers;1989;Namco;;;
3;Misc;Sel Feena;selfeena;1991;East Technology;;;
3;Misc;Side Track;sidetrac;1979;Exidy;;;
3;Misc;Sindbad Mystery;sindbadm;1983;Sega;;;
3;Misc;Snacks'n Jaxson;snakjack;1984;Bally/Sente;;;
3;Misc;Sokonuke Taisen Game (Japan);sokonuke;1995;Sammy Industries;;;
3;Misc;Solar Fox;solarfox;1981;Bally Midway;;;
3;Misc;Sotsugyo Shousho;sotsugyo;1995;Mitchell (Atlus license);;;
3;Misc;Spatter;spatter;1984;Sega;;;
3;Misc;Spectar (revision 3);spectar;1980;Exidy;;;
3;Misc;Speed Coin (prototype);spdcoin;1984;Stern;;;
1;Misc;Splat!;splat;1982;Williams;;needs reset, partial controls;
1;Misc;Stompin';stompin;1986;Bally/Sente;;no controls;
2;Misc;Straight Flush;sflush;1979;Taito;;no sound;
3;Misc;Super Bishi Bashi Championship (ver JAA, 2 Players);sbishi;1998;Konami;;;
3;Misc;Super Locomotive;suprloco;1982;Sega;;;
3;Misc;Super Mouse;suprmous;1982;Taito Corporation;;;
3;Misc;Super Pac-Man;superpac;1982;Namco;;;
3;Misc;Super Pang (World);spang;1990;Mitchell;;;
3;Misc;Tapper (Budweiser);tapper;1983;Bally Midway;;;
3;Misc;The Electric Yo-Yo (set 1);elecyoyo;1982;Taito America Corporation;;needs reset;
3;Misc;The Irritating Maze / Ultra Denryu Iraira Bou;irrmaze;1997;SNK / Saurus;;;
3;Misc;The Pit;thepit;1982;Centuri;;;
3;Misc;Thunder & Lightning;thunderl;1990;Seta;;;
3;Misc;Timber;timber;1984;Bally Midway;;;
3;Misc;Time Tunnel;timetunl;1982;Taito Corporation;;;
3;Misc;Tinkle Pit (Japan);tinklpit;1993;Namco;;;
3;Misc;Tournament Arkanoid (US);arkatour;1987;Taito America Corporation (Romstar license);;;
3;Misc;Tower of Druaga (New Ver.);todruaga;1984;Namco;;;
3;Misc;Toypop;toypop;1986;Namco;;;
3;Misc;Triple Punch;triplep;1982;KKI;;;
3;Misc;Trog (rev LA5 03/29/91);trog;1990;Midway;;;
1;Misc;Tron (set 1);tron;1982;Bally Midway;;partial controls;
2;Misc;Turbo Tag (prototype);turbotag;1985;Bally Midway;;no sound;
3;Misc;Turpin;turpin;1981;[Konami] (Sega license);;;
3;Misc;Tutankham;tutankhm;1982;Konami;;;
0;Misc;Ufo Senshi Yohko Chan;ufosensi;1988;Sega;;stuck while loading;
3;Misc;Venture (version 5 set 1);venture;1981;Exidy;;;
1;Misc;VS Block Breaker (Asia);vblokbrk;1997;Kaneko / Mediaworks;;lags a lot, partial controls;
3;Misc;Vs. Balloon Fight (set BF4 A-3);balonfgt;1984;Nintendo;;;
3;Misc;Warlords;warlords;1980;Atari;;;
3;Misc;Wit's (Japan);wits;1989;Athena (Visco license);;;
3;Misc;Wizard of Wor;wow;1980;Dave Nutting Associates / Midway;;;
3;Misc;Zoo Keeper (set 1);zookeep;1982;Taito America Corporation;;;
0;Platform;Alex Kidd: The Lost Stars (set 1);alexkidd;1986;Sega;;freezes on launch;
3;Platform;Arabian;arabian;1983;Sun Electronics;;;
3;Platform;Athena;athena;1986;SNK;;;
3;Platform;Baluba-louk no Densetsu;baluba;1986;Able Corp, Ltd.;;;
3;Platform;Ben Bero Beh (Japan);benberob;1984;Taito;;;
3;Platform;Biomechanical Toy (unprotected);biomtoy;1995;Gaelco;;;
3;Platform;Bionic Commando (Euro);bionicc;1987;Capcom;;;
3;Platform;Black Tiger;blktiger;1987;Capcom;;;
3;Platform;Blue's Journey / Raguy;bjourney;1990;Alpha Denshi Co.;;;
3;Platform;Bogey Manor;bogeyman;None;Technos Japan;;;
3;Platform;Bomb Jack (set 1);bombjack;1984;Tehkan;;;
3;Platform;Bomb Jack Twin;bjtwin;1993;NMK;;;
3;Platform;Bomb Kick;bombkick;1998;Yun Sung;;;
1;Platform;Bonanza Bros;bnzabros;1990;Sega;;;
3;Platform;Bonk's Adventure;bonkadv;1994;Kaneko;;;
3;Platform;Bubble Bobble (Japan, Ver 0.1);bublbobl;1986;Taito Corporation;;;
3;Platform;Bubble Bobble II (Ver 2.5O 1994/10/05);bublbob2;1994;Taito Corporation Japan;;Sound not perfect;
1;Platform;Bubble Memories - The Story Of Bubble Bobble 3 (World);bubblem;1995;Taito Corporation Japan;;"Needs ""Test Switch"" trick, lags a lot";
3;Platform;Burger Time (Data East set 1);btime;1982;Data East Corporation;;;
3;Platform;Cassette: Peter Pepper's Ice Cream Factory (set 1);cppicf;1984;DECO;;needs to wait 113s before game start;
3;Platform;Caveman Ninja (World ver 4);cninja;1991;Data East Corporation;;;
3;Platform;Chack'n Pop;chaknpop;1983;Taito Corporation;;;
3;Platform;Chameleon;chameleo;1983;Jaleco;;;
3;Platform;Circus Charlie (Centuri);circuscc;1984;Konami (Centuri license);;;
3;Platform;Complex X;complexx;1984;Taito America Corporation;;needs reset;
3;Platform;Crazy Kong (set 1);ckong;1981;Falcon;;;
3;Platform;Dark Tower;darktowr;1992;Game Room;;;
3;Platform;Diet Go Go (Euro v1.1);dietgo;1992;Data East Corporation;;;
3;Platform;Don Doko Don (World);dondokod;1989;Taito Corporation Japan;;;
3;Platform;Donkey Kong (US set 1);dkong;1981;Nintendo of America;;;
3;Platform;Donkey Kong 3 (US);dkong3;1983;Nintendo of America;;;
3;Platform;Donkey Kong Junior (US);dkongjr;1982;Nintendo of America;;;
3;Platform;Dream World;dreamwld;2000;Other;;;
3;Platform;Dyna Gears;dynagear;1994;Sammy;;;
3;Platform;Fantasy Land;fantland;None;Electronic Devices Italy;;;
3;Platform;Flicky (128k Ver.);flicky;1984;Sega;;;
3;Platform;Frogger;frogger;1981;Konami;;;
3;Platform;Funky Jet;funkyjet;1992;[Data East] (Mitchell license);;;
3;Platform;Ghosts'n Goblins (World? set 1);gng;1985;Capcom;;;
3;Platform;Ghouls'n Ghosts (World);ghouls;1988;Capcom;;;
3;Platform;Hard Head;hardhead;1988;SunA;;;
3;Platform;Hard Head 2 (v2.0);hardhea2;1991;SunA;;;
3;Platform;Head Panic (ver. 0117, 17-01-2000);hedpanic;2000;ESD;;;
3;Platform;Hopper Robo;hopprobo;1983;Sega;;;
3;Platform;Hunchback;hunchbak;1983;Century Electronics;;;
3;Platform;Indiana Jones and the Temple of Doom (set 1);indytemp;1985;Atari Games;;;
3;Platform;Intrepid (set 1);intrepid;1983;Nova Games Ltd.;;;
3;Platform;J. J. Squawkers;jjsquawk;1993;Athena / Able;;;
3;Platform;Joe and Mac Returns (World, Version 1.1);joemacr;1994;Data East Corporation;;;
0;Platform;Jump Kids;jumpkids;1993;Comad;;unable to launch game, totally bugged;
3;Platform;Jungle Hunt (US);jungleh;1982;Taito America Corporation;;;
3;Platform;Jungle King (Japan);junglek;1982;Taito Corporation;;;
3;Platform;Kangaroo;kangaroo;1982;Sun Electronics;;;
3;Platform;Karnov (US, rev 6);karnov;1987;Data East USA;;;
3;Platform;Liquid Kids (World);liquidk;1990;Taito Corporation Japan;;;
3;Platform;Lode Runner - The Dig Fight (ver. B);loderndf;2000;Psikyo;;long to launch;
3;Platform;Lode Runner (set 1);ldrun;1984;Irem (licensed from Broderbund);;;
3;Platform;Lode Runner II - The Bungeling Strikes Back;ldrun2;1984;Irem (licensed from Broderbund);;;
3;Platform;Lode Runner III - The Golden Labyrinth;ldrun3;1985;Irem (licensed from Broderbund);;;
3;Platform;Lode Runner IV - Teikoku Karano Dasshutsu;ldrun4;1986;Irem (licensed from Broderbund);;;
3;Platform;Magician Lord (NGM-005);maglord;1990;Alpha Denshi Co.;;;
3;Platform;Mappy (US);mappy;1983;Namco;;;
3;Platform;Mario Bros. (US, Revision F);mario;1983;Nintendo of America;;;
3;Platform;Marvel Land (US);marvland;1989;Namco;;;
3;Platform;Mega Twins (World 900619);mtwins;1990;Capcom;;;
3;Platform;Monster Bash;monsterb;1982;Sega;;;
3;Platform;Mr. Do!;mrdo;1982;Universal;;;
3;Platform;Mr. Do's Castle (set 1);docastle;1983;Universal;;;
3;Platform;Mr. Do's Wild Ride;dowild;1984;Universal;;;
3;Platform;Nemo (World 901130);nemo;1990;Capcom;;;
3;Platform;Neo Mr. Do!;neomrdo;1996;Visco;;;
3;Platform;Nightmare in the Dark;nitd;2000;Eleven / Gavaking;;;
2;Platform;Ninja-Kid II (set 1);ninjakd2;1987;UPL;;no sound;
3;Platform;Ninjakun Majou no Bouken;ninjakun;1984;[UPL] (Taito license);;;
3;Platform;Pac-Land (World);pacland;1984;Namco;;;
3;Platform;Pandora's Palace;pandoras;1984;Konami/Interlogic;;;
3;Platform;Penguin Brothers (Japan);penbros;2000;Subsino;;;
3;Platform;Peter Pack-Rat;peterpak;1984;Atari Games;;;
0;Platform;Pig Newton (version C);pignewt;1983;Sega;;no launch;
3;Platform;Pigout;pigout;1990;Leland Corp.;;;
3;Platform;Pirate Pete;piratpet;1982;Taito America Corporation;;;
3;Platform;Pitfall II;pitfall2;1985;Sega;;;
3;Platform;Popeye (revision D);popeye;1982;Nintendo;;;
3;Platform;Port Man;portman;1982;Nova Games Ltd.;;;
3;Platform;Psychic 5;psychic5;1987;Jaleco;;;
3;Platform;Rainbow Islands (new version);rainbow;1987;Taito Corporation;;;
3;Platform;Roc'n Rope;rocnrope;1983;Konami;;;
3;Platform;Rod-Land (World);rodland;1990;Jaleco;;;
3;Platform;Saboten Bombers (set 1);sabotenb;1992;NMK / Tecmo;;;
0;Platform;Segasonic the Hedgehog (Japan rev. C);sonic;1992;Sega;;no image;
3;Platform;Shadowland;shadowld;1987;Namco;;;
3;Platform;Snow Bros. - Nick & Tom (set 1);snowbros;1990;Toaplan;;;
3;Platform;Snow Bros. 2 - With New Elves / Otenki Paradise;snowbro2;1994;Hanafram;;;
3;Platform;Spelunker;spelunkr;1985;Irem (licensed from Broderbund);;;
3;Platform;Spelunker II;spelunk2;1986;Irem (licensed from Broderbund);;;
3;Platform;Super Burger Time (World);supbtime;1990;Data East Corporation;;;
3;Platform;Super Rider;suprridr;1983;Venture Line (Taito Corporation license);;;
3;Platform;Super Trio;suprtrio;1994;Gameace;;;
3;Platform;TeddyBoy Blues (New Ver.);teddybb;1985;Sega;;;
3;Platform;The Berlin Wall (set 1);berlwall;1991;Kaneko;;;
3;Platform;The FairyLand Story;flstory;1985;Taito;;;
3;Platform;The NewZealand Story (World, new version) (newer PCB);tnzs;1988;Taito Corporation Japan;;;
3;Platform;Thunder Hoop;thoop;1992;Gaelco;;;
3;Platform;Toki (World, set 1);toki;1989;TAD Corporation;;;
3;Platform;Tricky Doc;trckydoc;1987;Tecfri;;;
3;Platform;Tumble Pop (World);tumblep;1991;Data East Corporation;;;
3;Platform;Ultra Balloon;uballoon;1996;SunA;;;
3;Platform;Up'n Down;upndown;1983;Sega;;;
3;Platform;Vs. Ice Climber;iceclimb;1984;Nintendo;;;
3;Platform;Vs. Mighty Bomb Jack (Japan);mightybj;1986;Tecmo;;music seems awkward;
3;Platform;Vs. Ninja Jajamaru Kun (Japan);jajamaru;1985;Jaleco;;;
3;Platform;Vs. Super Mario Bros. (set SM4-4 E);suprmrio;1986;Nintendo;;;
0;Platform;Vs. The Goonies;goonies;1986;Konami;;no launch;
3;Platform;Vs. Wrecking Crew;wrecking;1984;Nintendo;;;
3;Platform;Wardner (World);wardner;1987;Toaplan / Taito Corporation Japan;;;
2;Platform;Wily Tower;wilytowr;1984;Irem;;no sound;
3;Platform;Wonder Boy Deluxe;wbdeluxe;1986;Escape (Sega license);;needs parent rom wboy.zip;
3;Platform;Wonder Boy III - Monster Lair (set 6, World, System 16B, 8751 317-0098);wb3;1988;Sega / Westone;;;
0;Platform;Wonder Boy in Monster Land (Japan New Ver.);wbml;1987;Sega / Westone;;no launch;
3;Platform;Zupapa!;zupapa;2001;SNK;;;
0;Platform;Zwackery;zwackery;1984;Bally Midway;;missing controls;
3;Puzzle;Action Hollywood;actionhw;1995;TCH;;;
3;Puzzle;Ataxx (set 1);ataxx;1990;Leland Corp.;;;
2;Puzzle;Atomic Point;atomicp;1990;Philko;;no sound;
3;Puzzle;Balloon Brothers;ballbros;1992;East Technology;;;
3;Puzzle;Bang Bang Ball (v1.05);bangball;1996;Banpresto / Kunihiko Tashiro+Goodhouse;;;
3;Puzzle;BeatHead (prototype);beathead;1993;Atari Games;;;
3;Puzzle;Block Hole;blockhl;1989;Konami;;;
3;Puzzle;Block Out (set 1);blockout;1989;Technos + California Dreams;;;
0;Puzzle;Bloxeed;bloxeed;1990;Sega;;stuck in loading;
3;Puzzle;Borench (set 1);borench;1990;Sega;;controls ?;
3;Puzzle;Boulder Dash / Boulder Dash Part 2 (World);bouldash;1990;Data East Corporation (licensed from First Star);;;
3;Puzzle;Bouncing Balls;bballs;1991;Comad;;;
3;Puzzle;Boxy Boy (US);boxyboy;1990;Namco;;;
3;Puzzle;Cachat (Japan);cachat;1993;Taito Corporation;;;
3;Puzzle;Cassette: Boulder Dash;cbdash;1985;DECO;;Need to wait 103s before game launch;
3;Puzzle;Cheese Chase;cheesech;1994;Art & Magic;;;
3;Puzzle;Chicken Shift;cshift;1984;Bally/Sente;;;
1;Puzzle;Cleopatra Fortune (Japan);cleopatr;1996;Taito Corporation;;lags a lot;
3;Puzzle;Columns (US);columns;1990;Sega;;;
1;Puzzle;Columns 97;colmns97;1996;Sega;;lags a lot, no sound, graphic bugs;
3;Puzzle;Columns II - The Voyage Through Time (Japan);columns2;1990;Sega;;;
3;Puzzle;Cookie & Bibi;cookbib;1995;SemiCom;;;
3;Puzzle;Cookie and Bibi 2;cookbib2;1996;SemiCom;;;
0;Puzzle;Cosmo Gang the Puzzle (US);cgangpzl;1992;Namco;;freezes while loading;
3;Puzzle;Croquis (Germany);croquis;1996;Deniam;;;
3;Puzzle;Cross Pang;crospang;1998;F2 System;;;
3;Puzzle;Cue Brick (Japan);cuebrick;1989;Konami;;;
0;Puzzle;Deroon DeroDero;deroon;1996;Tecmo;;freezes while loading;
3;Puzzle;Emeraldia (Japan Version B);emeralda;1993;Namco;;;
0;Puzzle;Flash Point;fpoint;1989;Sega;;stuck in loading;
3;Puzzle;Ghostlop (Prototype);ghostlop;1996;Data East Corporation;;;
3;Puzzle;Gururin;gururin;1994;Face;;;
2;Puzzle;Guts'n (Japan);gutsn;2000;Kaneko / Kouyousha;;lags a little or bad sound;
3;Puzzle;Gyakuten!! Puzzle Bancho (Japan);pbancho;1996;Fuuki;;;
3;Puzzle;Hatris (Japan);hatris;1990;Video System Co.;;;
3;Puzzle;Hebereke no Popoon (Japan);heberpop;1994;Sunsoft / Atlus;;;
3;Puzzle;Hexion (Japan);hexion;1992;Konami;;;
3;Puzzle;Karian Cross (Rev. 1.0);karianx;1996;Deniam;;;
3;Puzzle;Kitten Kaboodle;kittenk;1988;Konami;;;
3;Puzzle;Klax (set 1);klax;1989;Atari Games;;;
3;Puzzle;Kokontouzai Eto Monogatari (Japan);eto;1994;Visco;;;
0;Puzzle;Land Maker (Ver 2.01J 1998/06/01);landmakr;1998;Taito Corporation;;"needs to ""Push test Switch""";
3;Puzzle;Lemmings (US Prototype);lemmings;1991;Data East USA;;;
3;Puzzle;Loco-Motion;locomotn;1982;Konami (Centuri license);;;
3;Puzzle;Logic Pro (Japan);logicpro;1996;Deniam;;;
3;Puzzle;Logic Pro 2 (Japan);logicpr2;1997;Deniam;;;
3;Puzzle;Lot Lot;lotlot;1985;Irem (licensed from Tokuma Shoten);;;
3;Puzzle;Magical Drop (Japan, Version 1.1);magdrop;1995;Data East Corporation;;;
3;Puzzle;Magical Drop II;magdrop2;1996;Data East Corporation;;;
3;Puzzle;Magical Drop III;magdrop3;1997;Data East Corporation;;;
3;Puzzle;Maniac Square (unprotected);maniacsq;1996;Gaelco;;;
3;Puzzle;Monster Slider (Japan);mslider;1997;Visco / Datt Japan;;;
3;Puzzle;Mosaic;mosaic;1990;Space;;;
3;Puzzle;Naname de Magic! (Japan);naname;1994;Atlus;;;
3;Puzzle;Oh My God! (Japan);ohmygod;1993;Atlus;;;
3;Puzzle;Palamedes (Japan);palamed;1990;Taito Corporation;;;
3;Puzzle;Panic Bomber;panicbom;1994;Eighting / Hudson;;;
2;Puzzle;Panic Street (Japan);panicstr;1999;Kaneko;;lags a little;
2;Puzzle;Peggle (Joystick, v1.0);peggle;1991;Strata/Incredible Technologies;;cracky sound;
3;Puzzle;Phozon (Japan);phozon;1983;Namco;;;
3;Puzzle;Pipe Dream (World);pipedrm;1990;Video System Co.;;;
3;Puzzle;Plotting (World);plotting;1989;Taito Corporation Japan;;;
3;Puzzle;Pnickies (Japan 940608);pnickj;1994;Compile (Capcom license);;;
1;Puzzle;Pochi and Nyaa;pnyaa;2003;Aiky;;horrible sound;
1;Puzzle;Pop 'N Pop (World);popnpop;1997;Taito Corporation;;lags a lot;
3;Puzzle;Poto Poto (Japan);potopoto;1994;Sega;;;
3;Puzzle;Pururun;pururun;1995;Metro / Banpresto;;;
3;Puzzle;Puyo Puyo (Japan);puyopuyo;1992;Sega / Compile;;;
3;Puzzle;Puyo Puyo 2 (Japan);puyopuy2;1994;Compile (Sega license);;;
1;Puzzle;Puyo Puyo Sun;puyosun;1996;Compile;;lags a lot;
2;Puzzle;Puzz Loop (Europe, v0.94);puzzloop;1998;Mitchell;;lags a little;
3;Puzzle;Puzzle Bobble (Japan;pbobble;1994;1994;;;
3;Puzzle;Puzzle Bobble 2 / Bust-A-Move Again (Neo-Geo);pbobbl2n;1999;Taito (SNK license);;;
1;Puzzle;Puzzle Bobble 3 (World);pbobble3;1996;Taito Corporation;;lags a lot;
1;Puzzle;Puzzle Bobble 4 (Ver 2.04O 1997/12/19);pbobble4;1997;Taito Corporation;;lags a lot;
3;Puzzle;Puzzle De Bowling (Japan);pzlbowl;1999;Nihon System / Moss;;;
3;Puzzle;Puzzle De Pon!;puzzledp;1995;Taito (Visco license);;;
3;Puzzle;Puzzle De Pon! R!;puzzldpr;1997;Taito (Visco license);;;
3;Puzzle;Puzzled / Joy Joy Kid;joyjoy;1990;SNK;;;
3;Puzzle;Puzzli;puzzli;1995;Metro / Banpresto;;;
3;Puzzle;Puzznic (World);puzznic;1989;Taito Corporation Japan;;;
3;Puzzle;Qix (set 1);qix;1981;Taito America Corporation;;;
0;Puzzle;Quantum (rev 2);quantum;1982;Atari;;crashes after menu;
3;Puzzle;Risky Challenge;riskchal;1993;Irem;;;
3;Puzzle;Rolling Crush;rolcrush;1999;Other;;;
0;Puzzle;Ryukyu;ryukyu;None;Sega;;no launch;
3;Puzzle;Sen-Know (Japan);senknow;1999;Kaneko / Kouyousha;;;
3;Puzzle;Showdown (version 5.0);showdown;1988;Exidy;;;
3;Puzzle;Solomon's Key (Japan);solomon;1986;Tecmo;;;
3;Puzzle;Sparkz (prototype);sparkz;1992;Atari Games;;;
3;Puzzle;Stack Columns (Japan);stkclmns;1994;Sega;;;
1;Puzzle;Star Sweep (STP1-VER.A);starswep;1997;Axela/Namco;;lags a lot, no sound;
3;Puzzle;Super Puzzle Fighter 2 Turbo (USA 960620);spf2t;1996;Capcom;;;
3;Puzzle;Taisen Tokkae-dama (ver JAA);tokkae;1996;Konami;;;
3;Puzzle;Tang Tang (ver. 0526, 26-05-2000);tangtang;2000;ESD;;;
3;Puzzle;Tant-R (Puzzle and Action) (Japan);tantr;1992;Sega;;;
2;Puzzle;Teki Paki;tekipaki;1991;Toaplan;;no sound, needs sample;
0;Puzzle;Tetris (Sega Set 1);tetris;1988;Sega;;no launch;
3;Puzzle;Tetris (set 1);atetris;1988;Atari Games;;;
3;Puzzle;Tetris Plus;tetrisp;1995;Jaleco / BPS;;;
3;Puzzle;Tetris Plus 2 (World?);tetrisp2;1997;Jaleco / The Tetris Company;;;
1;Puzzle;Tetris the Absolute The Grand Master 2 Plus;tgm2p;2000;Arika;;lags a lot;
0;Puzzle;Tetris The Grand Master (JAPAN 980710);tgmj;1998;Capcom/Akira;;no launch;
3;Puzzle;Three Wonders (World 910520);3wonders;1991;Capcom;;;
3;Puzzle;Toggle (prototype);toggle;1985;Bally/Sente;;;
3;Puzzle;Toryumon;toryumon;1994;Sega;;;
3;Puzzle;Twin Qix (Ver 1.0A 1995/01/17) (Prototype);twinqix;1995;Taito America Corporation;;a few cracks;
3;Puzzle;Twinkle Star Sprites;twinspri;1996;ADK / SNK;;;
3;Puzzle;Tylz (prototype);tylz;1982;Mylstar;;;
3;Puzzle;Uo Poko (Japan);uopoko;1998;Cave (Jaleco license);;;
3;Puzzle;Volfied (World);volfied;1989;Taito Corporation Japan;;;
3;Puzzle;Vs. Dr. Mario;drmario;1990;Nintendo;;sound problems;
3;Puzzle;Welltris (World?, 2 players);welltris;1991;Video System Co.;;;
3;Puzzle;Xor World (prototype);xorworld;1990;Gaelco;;;
2;Puzzle;Zintrick - Oshidashi Zentrix (Hack-bootleg);zintrckb;1996;hack / bootleg;;no music;
0;Race;Ace Driver - Victory Lap (Rev. ADV2, World);victlapw;1996;Namco;;;
0;Race;Ace Driver (Rev. AD2, World);acedrvrw;1994;Namco;;;
1;Race;Backfire!;backfire;1995;Data East Corporation;;lags a lot;
3;Race;Bad Lands;badlands;1989;Atari Games;;;
1;Race;Big Run (11th Rallye version);bigrun;1989;Jaleco;;lots of gfx bugs;
3;Race;Buggy Challenge;buggychl;1984;Taito Corporation;;;
3;Race;Burnin' Rubber;brubber;1982;Data East;;;
0;Race;California Speed;calspeed;1998;Atari Games;;no launch, chd ?;
3;Race;Championship Sprint (rev 3);csprint;1986;Atari Games;;;
3;Race;Chase H.Q. (World);chasehq;1988;Taito Corporation Japan;;;
3;Race;Chequered Flag;chqflag;1988;Konami;;;
3;Race;Cisco Heat;cischeat;1990;Jaleco;;;
3;Race;Continental Circus (World);contcirc;1989;Taito Corporation Japan;;;
3;Race;Crazy Rally;crzrally;1985;Tecfri;;;
0;Race;Cruis'n USA (rev L4.1);crusnusa;1994;Midway;;requires calibration;
0;Race;Cruis'n World (rev L2.3);crusnwld;1996;Midway;;requires calibration;
0;Race;Cyber Cycles (Rev. CB2 Ver.C);cybrcycc;1995;Namco;;no controls;
3;Race;Danny Sullivan's Indy Heat;indyheat;1991;Leland Corp.;;;
0;Race;Dirt Fox (Japan);dirtfoxj;1989;Namco;;broken controls;
1;Race;Double Axle (US);dblaxle;1991;Taito America Corporation;;lags a lot, gfx bugs;
3;Race;Drift Out '94 - The Hard Order (Japan);drifto94;1994;Visco;;;
3;Race;Drift Out (Japan);driftout;1991;Visco;;;
0;Race;Driver's Edge;drivedge;1994;Strata/Incredible Technologies;;"""No network link""";
0;Race;Enduro Racer;enduror;1986;Sega;;No launch;
3;Race;Escape Kids (Asia 4 Players);esckids;1991;Konami;;;
3;Race;F-1 Dream;f1dream;1988;Capcom (Romstar license);;;
3;Race;F-1 Grand Prix;f1gp;1991;Video System Co.;;;
3;Race;F-1 Grand Prix Part II;f1gp2;1992;Video System Co.;;;
1;Race;F-1 Grand Prix Star II;f1gpstr2;1993;Jaleco;;partial controls too sensitive;
1;Race;F1 Exhaust Note;f1en;1991;Sega;;lags a lot, no pedal control;
0;Race;F1 Super Battle;f1superb;1994;Jaleco;;no sound, gfx bugs, uncontrolable;
1;Race;F1 Super Lap (World);f1lap;1993;Sega;;lags a lot, controls too sensitive;
1;Race;Final Lap (Rev E);finallap;1987;Namco;;controls too sensitive;
1;Race;Final Lap 2;finalap2;1990;Namco;;broken graphics;
1;Race;Final Lap 3 (Japan set 1);finalap3;1992;Namco;;broken graphics and controls;
1;Race;Four Trax;fourtrax;1989;Namco;;broken gfx;
1;Race;Grand Champion;grchamp;1981;Taito;;no controls;
1;Race;Grand Prix Star;f1gpstar;1991;Jaleco;;no pedal, too sensitive;
3;Race;Great 1000 Miles Rally;gtmr;1994;Kaneko;;;
1;Race;Ground Effects - Super Ground Effects (Japan);groundfx;1992;Taito Corporation;;lags a lot,;
1;Race;Grudge Match (prototype);grudge;None;Bally/Midway;;partial controls;
0;Race;Hard Drivin' (cockpit, rev 7);harddriv;1988;Atari Games;;requires calibration;
0;Race;Hard Drivin's Airborne (prototype);hdrivair;1993;Atari Games;;requires calibration;
3;Race;High Way Race;hwrace;1983;Taito Corporation;;;
3;Race;Hot Chase;hotchase;1988;Konami;;;
1;Race;Hot Rod (turbo 3 player);hotrod;1988;Sega;;lags a lot;
3;Race;Hyper Crash (version D);hcrash;1987;Konami;;;
3;Race;Ironman Ivan Stewart's Super Off-Road;offroad;1989;Leland Corp.;;;
3;Race;Ironman Ivan Stewart's Super Off-Road Track-Pak;offroadt;1989;Leland Corp.;;;
1;Race;Joyful Road (Japan);joyfulr;1983;SNK;;partial controls;
3;Race;Jumping Cross;jcross;1984;SNK;;;
3;Race;Kick Start Wheelie King;kikstart;1984;Taito Corporation;;;
2;Race;Konami GT;konamigt;1985;Konami;;controls too sensitive;
3;Race;Led Storm (US);ledstorm;1988;Capcom;;;
3;Race;Led Storm Rally 2011 (World);leds2011;1988;Capcom;;;
3;Race;Lethal Crash Race (set 1);crshrace;1993;Video System Co.;;;
1;Race;Lucky & Wild;luckywld;1992;Namco;;no cursor controls, lags a lot;
3;Race;Masked Riders Club Battle Race;kamenrid;1993;Banpresto / Toei;;;
3;Race;Max RPM;maxrpm;1986;Bally Midway;;;
3;Race;Maze of Flott (Japan);mofflott;1989;Taito Corporation;;;
3;Race;Mille Miglia 2: Great 1000 Miles Rally (95/05/24);gtmr2;1995;Kaneko;;;
1;Race;Moto Frenzy;motofren;1992;Atari Games;;broken controms, lags a lot;
3;Race;Neo Drift Out - New Technology;neodrift;1996;Visco;;;
3;Race;New Rally X;nrallyx;1981;Namco;;;
1;Race;Off Road Challenge (v1.63);offroadc;1997;Midway;;lags a lot, gfx problems;
3;Race;Out Run (sitdown/upright, Rev B);outrun;1986;Sega;;;
1;Race;Outrunners (US);orunners;1992;Sega;;lags a lot;
1;Race;Over Drive;overdriv;1990;Konami;;heavy gfx problems, no collisions ?;
3;Race;Over Top;overtop;1996;ADK;;;
2;Race;Pit and Run;pitnrun;1984;Taito Corporation;;no sound;
1;Race;Pole Position;polepos;1982;Namco;;no controls ?;
1;Race;Pole Position II;polepos2;1983;Namco;;no controls ?;
3;Race;Power Drive;powerdrv;1986;Bally Midway;;;
0;Race;Prop Cycle (Rev PR2 Ver.A);propcycl;1996;Namco;;no sound, slooooow;
